Study,Site Number,Site Name,SubjectName,Open Date,Open By,Query Text,Group Name,Response Date,Responded By,Answer Text,Query Closed Date,Closed By,Query Status
ABC TEST TRIAL,301,Site 301,3011301,20-Sep-21,TAW,1,CDM,7-Oct-21,VYG,Updated,14-Oct-21,VDC,Closed
ABC TEST TRIAL,344,Site 344,3441344,7-Sep-21,UYC,1,CDM,22-Oct-21,KNA,Updated,28-Oct-21,XEN,Closed
ABC TEST TRIAL,267,Site 267,2671267,23-Oct-23,GFW,1,CDM,26-Oct-23,YQD,Updated,27-Oct-23,AXJ,Closed
ABC TEST TRIAL,445,Site 445,4451445,7-Oct-21,YIJ,1,CDM,22-Oct-21,IMT,Updated,28-Oct-21,JXK,Closed
ABC TEST TRIAL,301,Site 301,3011301,29-Jul-22,WWG,1,CDM,5-Aug-22,UUM,Updated,9-Aug-22,NKX,Closed
ABC TEST TRIAL,285,Site 285,2851285,27-Oct-23,ZRN,1,CDM,30-Oct-23,GWY,Updated,30-Oct-23,RKS,Closed
ABC TEST TRIAL,156,Site 156,1561156,14-Oct-21,JAG,1,CDM,22-Nov-21,BRX,Updated,24-Nov-21,HFC,Closed
ABC TEST TRIAL,391,Site 391,3911391,13-Oct-21,YGZ,1,CDM,17-Nov-21,NPN,Updated,24-Nov-21,HUQ,Closed
ABC TEST TRIAL,107,Site 107,1071107,8-Dec-21,BWC,1,CDM,21-Jan-22,DRF,Updated,21-Jan-22,XUU,Closed
ABC TEST TRIAL,262,Site 262,2621262,20-Oct-21,OLL,1,CDM,21-Oct-21,CHT,Updated,28-Oct-21,TOY,Closed
ABC TEST TRIAL,195,Site 195,1951195,8-Dec-21,YDA,1,CDM,21-Jan-22,NKD,Updated,21-Jan-22,ZFM,Closed
ABC TEST TRIAL,404,Site 404,4041404,8-Dec-21,YLC,1,CDM,21-Jan-22,PFC,Updated,21-Jan-22,JIQ,Closed
ABC TEST TRIAL,231,Site 231,2311231,20-Oct-21,VVU,1,CDM,22-Nov-21,VPR,Updated,24-Nov-21,ASV,Closed
ABC TEST TRIAL,366,Site 366,3661366,20-Oct-21,BVW,1,CDM,22-Nov-21,MOL,Updated,24-Nov-21,WOB,Closed
ABC TEST TRIAL,469,Site 469,4691469,20-Oct-21,VDW,1,CDM,22-Nov-21,QRG,Updated,24-Nov-21,STN,Closed
ABC TEST TRIAL,107,Site 107,1071107,5-Oct-21,AVE,1,CDM,14-Oct-21,KVU,Updated,14-Oct-21,PFI,Closed
ABC TEST TRIAL,195,Site 195,1951195,5-Oct-21,YVE,1,CDM,14-Oct-21,CAW,Updated,14-Oct-21,XWM,Closed
ABC TEST TRIAL,183,Site 183,1831183,5-Oct-21,JUR,1,CDM,7-Oct-21,IGR,Updated,14-Oct-21,INJ,Closed
ABC TEST TRIAL,404,Site 404,4041404,5-Oct-21,ITQ,1,CDM,7-Oct-21,QOF,Updated,13-Oct-21,GVJ,Closed
ABC TEST TRIAL,131,Site 131,1311131,5-Oct-21,KVH,1,CDM,17-Nov-21,OTS,Updated,25-Nov-21,ZCS,Closed
ABC TEST TRIAL,460,Site 460,4601460,5-Oct-21,SPQ,1,CDM,7-Oct-21,CFM,Updated,14-Oct-21,RDK,Closed
ABC TEST TRIAL,306,Site 306,3061306,9-Jan-23,QDN,1,CDM,11-Jan-23,TZE,Updated,12-Jan-23,QUD,Closed
ABC TEST TRIAL,107,Site 107,1071107,24-Nov-22,WPO,1,CDM,15-Dec-22,UXB,Updated,19-Dec-22,DMJ,Closed
ABC TEST TRIAL,492,Site 492,4921492,17-Aug-23,ONF,1,CDM,23-Aug-23,QHI,Updated,24-Aug-23,PRU,Closed
ABC TEST TRIAL,301,Site 301,3011301,7-Oct-21,URR,1,CDM,15-Dec-21,ZOP,Updated,23-Dec-21,VTK,Closed
ABC TEST TRIAL,301,Site 301,3011301,14-Sep-23,YFE,1,CDM,22-Sep-23,LEW,Updated,25-Sep-23,NKT,Closed
ABC TEST TRIAL,298,Site 298,2981298,31-May-22,MJE,1,CDM,8-Jul-22,OTS,Updated,18-Jul-22,RMA,Closed
ABC TEST TRIAL,124,Site 124,1241124,13-Oct-21,SNL,1,CDM,17-Nov-21,TOL,Updated,25-Nov-21,IKV,Closed
ABC TEST TRIAL,334,Site 334,3341334,13-Oct-21,ZCJ,1,CDM,17-Nov-21,VTP,Updated,25-Nov-21,JXB,Closed
ABC TEST TRIAL,469,Site 469,4691469,25-Aug-23,QMP,1,CDM,6-Sep-23,XZW,Updated,6-Sep-23,YFI,Closed
ABC TEST TRIAL,496,Site 496,4961496,3-May-23,VIP,1,CDM,9-May-23,DDA,Updated,15-May-23,TSS,Closed
ABC TEST TRIAL,154,Site 154,1541154,13-Apr-23,JTV,1,CDM,14-Apr-23,ALM,Updated,17-Apr-23,XCS,Closed
ABC TEST TRIAL,231,Site 231,2311231,18-Oct-23,QTQ,1,CDM,20-Oct-23,QSB,Updated,20-Oct-23,KPW,Closed
ABC TEST TRIAL,301,Site 301,3011301,24-Apr-24,SCZ,1,CDM,10-Sep-24,BWA,Updated,11-Sep-24,PJS,Closed
ABC TEST TRIAL,124,Site 124,1241124,24-Apr-24,PXM,1,CDM,10-Sep-24,USE,Updated,11-Sep-24,CZI,Closed
ABC TEST TRIAL,107,Site 107,1071107,24-Apr-24,TCY,1,CDM,26-Apr-24,IQA,Updated,26-Apr-24,RTO,Closed
ABC TEST TRIAL,298,Site 298,2981298,24-Apr-24,KUG,1,CDM,26-Apr-24,IRT,Updated,26-Apr-24,XHD,Closed
ABC TEST TRIAL,301,Site 301,3011301,24-Apr-24,JXQ,1,CDM,26-Apr-24,DDW,Updated,26-Apr-24,QOS,Closed
ABC TEST TRIAL,183,Site 183,1831183,24-Apr-24,HXN,1,CDM,26-Apr-24,CTJ,Updated,26-Apr-24,OMH,Closed
ABC TEST TRIAL,256,Site 256,2561256,24-Apr-24,IPY,1,CDM,26-Apr-24,FTI,Updated,26-Apr-24,UVD,Closed
ABC TEST TRIAL,195,Site 195,1951195,24-Apr-24,YAP,1,CDM,26-Apr-24,DKJ,Updated,26-Apr-24,HZC,Closed
ABC TEST TRIAL,256,Site 256,2561256,24-Apr-24,NIC,1,CDM,26-Apr-24,MLH,Updated,26-Apr-24,YQM,Closed
ABC TEST TRIAL,124,Site 124,1241124,10-Apr-23,OIL,1,CDM,4-May-23,ENY,Updated,4-May-23,JCR,Closed
ABC TEST TRIAL,256,Site 256,2561256,10-Apr-23,LDK,1,CDM,4-May-23,SWP,Updated,4-May-23,KSP,Closed
ABC TEST TRIAL,374,Site 374,3741374,17-May-22,MVT,1,CDM,7-Jul-22,AYN,Updated,18-Jul-22,BLI,Closed
ABC TEST TRIAL,334,Site 334,3341334,17-May-22,JKB,1,CDM,7-Jul-22,EDQ,Updated,18-Jul-22,YHV,Closed
ABC TEST TRIAL,496,Site 496,4961496,17-May-22,CKC,1,CDM,7-Jul-22,NLD,Updated,18-Jul-22,EKA,Closed
ABC TEST TRIAL,131,Site 131,1311131,1-Jul-21,NNQ,1,CDM,27-Sep-21,NUV,Updated,29-Sep-21,HUW,Closed
ABC TEST TRIAL,452,Site 452,4521452,10-Jan-23,HXV,1,CDM,11-Jan-23,BCU,Updated,12-Jan-23,NGH,Closed
ABC TEST TRIAL,344,Site 344,3441344,1-Sep-22,PBQ,1,CDM,1-Sep-22,MXQ,Updated,1-Sep-22,LPR,Closed
ABC TEST TRIAL,479,Site 479,4791479,20-Oct-22,UNI,1,CDM,20-Oct-22,BZV,Updated,21-Oct-22,WLJ,Closed
ABC TEST TRIAL,255,Site 255,2551255,5-Nov-22,MPP,1,CDM,9-Nov-22,IZO,Updated,10-Nov-22,PPK,Closed
ABC TEST TRIAL,131,Site 131,1311131,20-May-21,NXJ,1,CDM,2-Jun-21,BTZ,Updated,18-Aug-21,BMM,Closed
ABC TEST TRIAL,492,Site 492,4921492,7-Sep-23,KTD,1,CDM,14-Sep-23,HBN,Updated,14-Sep-23,NTC,Closed
ABC TEST TRIAL,298,Site 298,2981298,7-Oct-21,HYZ,1,CDM,16-Dec-21,UHC,Updated,5-Jan-22,TDG,Closed
ABC TEST TRIAL,183,Site 183,1831183,1-Sep-22,RSC,1,CDM,1-Sep-22,PNS,Updated,1-Sep-22,QJM,Closed
ABC TEST TRIAL,280,Site 280,2801280,13-Jul-22,IZO,1,CDM,27-Jul-22,JWV,Updated,29-Jul-22,BYP,Closed
ABC TEST TRIAL,132,Site 132,1321132,28-Dec-23,DLW,1,CDM,15-Jan-24,IFM,Updated,23-Jan-24,MRT,Closed
ABC TEST TRIAL,298,Site 298,2981298,28-Dec-23,DHU,1,CDM,15-Jan-24,OTX,Updated,23-Jan-24,GZI,Closed
ABC TEST TRIAL,306,Site 306,3061306,18-Jan-23,IAC,1,CDM,20-Jan-23,AGC,Updated,20-Jan-23,MYH,Closed
ABC TEST TRIAL,447,Site 447,4471447,1-Mar-24,YUX,1,CDM,11-Mar-24,SXQ,Updated,18-Mar-24,RCV,Closed
ABC TEST TRIAL,334,Site 334,3341334,1-Feb-23,PZB,1,CDM,1-Feb-23,BJZ,Updated,1-Feb-23,IKJ,Closed
ABC TEST TRIAL,469,Site 469,4691469,18-May-22,GIN,1,CDM,27-May-22,IDW,Updated,27-May-22,OOG,Closed
ABC TEST TRIAL,132,Site 132,1321132,28-Dec-22,TOY,1,CDM,29-Dec-22,MFH,Updated,9-Jan-23,PKI,Closed
ABC TEST TRIAL,154,Site 154,1541154,28-Dec-22,MPA,1,CDM,29-Dec-22,MNI,Updated,9-Jan-23,KVI,Closed
ABC TEST TRIAL,404,Site 404,4041404,14-Jan-23,VQB,1,CDM,16-Jan-23,XDL,Updated,16-Jan-23,XCT,Closed
ABC TEST TRIAL,391,Site 391,3911391,6-Dec-22,CVU,1,CDM,8-Dec-22,CEZ,Updated,19-Dec-22,FID,Closed
ABC TEST TRIAL,280,Site 280,2801280,29-Sep-23,IVB,1,CDM,13-Oct-23,QWJ,Updated,13-Oct-23,AZO,Closed
ABC TEST TRIAL,469,Site 469,4691469,25-Nov-21,ONW,1,CDM,10-Dec-21,ARL,Updated,23-Dec-21,KBW,Closed
ABC TEST TRIAL,347,Site 347,3471347,5-Oct-21,QZU,1,CDM,7-Oct-21,PNW,Updated,28-Oct-21,GHY,Closed
ABC TEST TRIAL,158,Site 158,1581158,7-Oct-21,LYS,1,CDM,16-Dec-21,DPP,Updated,23-Dec-21,GHN,Closed
ABC TEST TRIAL,366,Site 366,3661366,7-Oct-21,MEK,1,CDM,15-Dec-21,BPD,Updated,23-Dec-21,QHI,Closed
ABC TEST TRIAL,344,Site 344,3441344,15-Jun-22,VMJ,1,CDM,4-Jul-22,XCQ,Updated,5-Jul-22,SEV,Closed
ABC TEST TRIAL,374,Site 374,3741374,15-Jun-22,VYR,1,CDM,4-Jul-22,FBD,Updated,5-Jul-22,OIX,Closed
ABC TEST TRIAL,344,Site 344,3441344,1-Jun-22,SZU,1,CDM,1-Jul-22,QVM,Updated,1-Jul-22,TVI,Closed
ABC TEST TRIAL,381,Site 381,3811381,1-Jun-22,WOI,1,CDM,8-Jul-22,QFN,Updated,18-Jul-22,FRP,Closed
ABC TEST TRIAL,429,Site 429,4291429,15-Jun-22,IXP,1,CDM,8-Jul-22,TSO,Updated,18-Jul-22,MAR,Closed
ABC TEST TRIAL,429,Site 429,4291429,25-May-22,LXN,1,CDM,31-May-22,QZM,Updated,31-May-22,PTF,Closed
ABC TEST TRIAL,262,Site 262,2621262,5-Oct-24,YBP,1,CDM,12-Oct-24,VEG,Updated,30-Oct-24,GEZ,Closed
ABC TEST TRIAL,178,Site 178,1781178,21-Mar-22,QQK,1,CDM,12-Apr-22,ECF,Updated,18-Apr-22,MLN,Closed
ABC TEST TRIAL,306,Site 306,3061306,10-Aug-22,HWG,1,CDM,23-Aug-22,TIA,Updated,23-Aug-22,HST,Closed
ABC TEST TRIAL,496,Site 496,4961496,18-May-23,DSL,1,CDM,22-Jun-23,BUO,Updated,22-Jun-23,ZFU,Closed
ABC TEST TRIAL,267,Site 267,2671267,24-Apr-24,AMY,1,CDM,9-May-24,YKN,Updated,16-May-24,CAS,Closed
ABC TEST TRIAL,306,Site 306,3061306,24-Nov-22,SDW,2,CDM,4-Dec-22,IDU,Updated,6-Dec-22,KGC,Closed
ABC TEST TRIAL,460,Site 460,4601460,8-Dec-22,QXT,2,CDM,15-Dec-22,FWE,Updated,16-Dec-22,BVL,Closed
ABC TEST TRIAL,460,Site 460,4601460,19-Apr-24,OOM,2,CDM,10-May-24,AKD,Updated,16-May-24,LLL,Closed
ABC TEST TRIAL,347,Site 347,3471347,28-Jul-23,ROH,2,CDM,28-Jul-23,MRM,Updated,28-Jul-23,VMG,Closed
ABC TEST TRIAL,429,Site 429,4291429,25-Aug-23,DTO,2,CDM,1-Sep-23,XRE,Updated,1-Sep-23,KXN,Closed
ABC TEST TRIAL,452,Site 452,4521452,25-Aug-23,LJU,2,CDM,1-Sep-23,DEY,Updated,1-Sep-23,WSN,Closed
ABC TEST TRIAL,262,Site 262,2621262,7-Jun-24,PWJ,2,CDM,8-Jul-24,IJI,Updated,19-Jul-24,ALA,Closed
ABC TEST TRIAL,404,Site 404,4041404,7-Jun-24,NQG,2,CDM,16-Aug-24,NCI,Updated,20-Aug-24,GBK,Closed
ABC TEST TRIAL,293,Site 293,2931293,20-Oct-23,OVE,2,CDM,26-Oct-23,BRC,Updated,27-Oct-23,KAE,Closed
ABC TEST TRIAL,374,Site 374,3741374,22-May-24,DKL,2,CDM,27-May-24,DVE,Updated,30-May-24,PHU,Closed
ABC TEST TRIAL,445,Site 445,4451445,16-Dec-22,KVM,2,CDM,29-Dec-22,DDC,Updated,9-Jan-23,HMT,Closed
ABC TEST TRIAL,294,Site 294,2941294,10-Oct-22,AEC,2,CDM,26-Oct-22,XVE,Updated,27-Oct-22,WUI,Closed
ABC TEST TRIAL,256,Site 256,2561256,16-Dec-21,CJO,2,CDM,20-Jan-22,FPO,Updated,21-Jan-22,JJU,Closed
ABC TEST TRIAL,429,Site 429,4291429,16-Dec-21,CCI,2,CDM,20-Jan-22,GHD,Updated,21-Jan-22,NHA,Closed
ABC TEST TRIAL,344,Site 344,3441344,1-Sep-22,AVK,2,CDM,2-Sep-22,DOE,Updated,2-Sep-22,DLK,Closed
ABC TEST TRIAL,267,Site 267,2671267,5-Nov-22,LAD,2,CDM,15-Dec-22,GYL,Updated,19-Dec-22,TDA,Closed
ABC TEST TRIAL,285,Site 285,2851285,5-Nov-22,PLK,2,CDM,15-Dec-22,ZOO,Updated,16-Dec-22,IQJ,Closed
ABC TEST TRIAL,322,Site 322,3221322,5-Nov-22,XDB,2,CDM,15-Dec-22,DJH,Updated,16-Dec-22,QTH,Closed
ABC TEST TRIAL,479,Site 479,4791479,5-Nov-22,SVZ,2,CDM,15-Dec-22,EZE,Updated,16-Dec-22,QGJ,Closed
ABC TEST TRIAL,460,Site 460,4601460,4-Nov-21,WRT,2,CDM,30-Nov-21,FFN,Updated,8-Dec-21,GGP,Closed
ABC TEST TRIAL,237,Site 237,2371237,4-Jul-24,QUD,2,CDM,10-Jul-24,SBI,Updated,24-Jul-24,VYB,Closed
ABC TEST TRIAL,158,Site 158,1581158,18-Jan-23,LSJ,2,CDM,19-Jan-23,AGQ,Updated,19-Jan-23,QRR,Closed
ABC TEST TRIAL,256,Site 256,2561256,13-Sep-22,GVG,2,CDM,14-Sep-22,DTU,Updated,14-Sep-22,MEZ,Closed
ABC TEST TRIAL,366,Site 366,3661366,10-Jan-22,PNZ,2,CDM,20-Jan-22,QIO,Updated,21-Jan-22,OJX,Closed
ABC TEST TRIAL,255,Site 255,2551255,29-Dec-22,EJL,2,CDM,10-Jan-23,OPT,Updated,10-Jan-23,JRN,Closed
ABC TEST TRIAL,255,Site 255,2551255,3-Aug-23,VNL,2,CDM,7-Aug-23,VYL,Updated,7-Aug-23,OBJ,Closed
ABC TEST TRIAL,323,Site 323,3231323,29-Dec-22,NRP,2,CDM,10-Jan-23,PNY,Updated,10-Jan-23,GXR,Closed
ABC TEST TRIAL,404,Site 404,4041404,29-Dec-22,UQI,2,CDM,10-Jan-23,EMS,Updated,10-Jan-23,YAD,Closed
ABC TEST TRIAL,334,Site 334,3341334,29-Dec-22,ZWR,2,CDM,10-Jan-23,MYU,Updated,10-Jan-23,UQR,Closed
ABC TEST TRIAL,262,Site 262,2621262,15-Mar-24,NDI,2,CDM,18-Mar-24,BHJ,Updated,18-Mar-24,YVE,Closed
ABC TEST TRIAL,294,Site 294,2941294,29-Dec-22,BAD,2,CDM,10-Jan-23,EKG,Updated,10-Jan-23,CTO,Closed
ABC TEST TRIAL,452,Site 452,4521452,13-Jul-23,XTP,2,CDM,14-Jul-23,QBL,Updated,14-Jul-23,RZH,Closed
ABC TEST TRIAL,323,Site 323,3231323,30-Jan-23,GDQ,2,CDM,31-Jan-23,YHN,Updated,31-Jan-23,RWJ,Closed
ABC TEST TRIAL,298,Site 298,2981298,24-Feb-23,IHD,2,CDM,18-May-23,LRW,Updated,19-May-23,KDJ,Closed
ABC TEST TRIAL,231,Site 231,2311231,10-Nov-22,CIX,2,CDM,8-Dec-22,FOS,Updated,19-Dec-22,HVI,Closed
ABC TEST TRIAL,429,Site 429,4291429,29-Jun-22,YOA,2,CDM,1-Jul-22,YKB,Updated,1-Jul-22,DQC,Closed
ABC TEST TRIAL,452,Site 452,4521452,10-Nov-21,LVM,2,CDM,1-Mar-22,EZG,Updated,2-Mar-22,PCR,Closed
ABC TEST TRIAL,301,Site 301,3011301,5-May-22,HGV,2,CDM,20-Jun-22,GZQ,Updated,20-Jun-22,ERC,Closed
ABC TEST TRIAL,488,Site 488,4881488,23-Nov-21,FQV,2,CDM,10-Dec-21,NIV,Updated,17-Dec-21,YPR,Closed
ABC TEST TRIAL,492,Site 492,4921492,23-Nov-21,NCC,2,CDM,1-Mar-22,GZL,Updated,2-Mar-22,CVJ,Closed
ABC TEST TRIAL,488,Site 488,4881488,29-Jun-22,CQP,2,CDM,21-Jul-22,WIT,Updated,22-Jul-22,JOF,Closed
ABC TEST TRIAL,298,Site 298,2981298,30-May-22,CGL,2,CDM,17-Jun-22,KKZ,Updated,20-Jun-22,PDK,Closed
ABC TEST TRIAL,280,Site 280,2801280,17-May-23,MNT,2,CDM,22-May-23,TBN,Updated,22-May-23,XRJ,Closed
ABC TEST TRIAL,132,Site 132,1321132,11-Aug-24,UMK,2,CDM,,,,,,Open
ABC TEST TRIAL,388,Site 388,3881388,11-Aug-24,ZVB,2,CDM,,,,,,Open
ABC TEST TRIAL,107,Site 107,1071107,8-Aug-24,TEG,2,CDM,,,,,,Open
ABC TEST TRIAL,381,Site 381,3811381,15-Sep-22,HWK,2,CDM,19-Sep-22,NQO,Updated,20-Sep-22,FLC,Closed
ABC TEST TRIAL,241,Site 241,2411241,15-Sep-22,DYX,2,CDM,19-Sep-22,ENR,Updated,20-Sep-22,BTQ,Closed
ABC TEST TRIAL,460,Site 460,4601460,15-Sep-22,SDJ,2,CDM,21-Oct-22,EDX,Updated,21-Oct-22,XAO,Closed
ABC TEST TRIAL,429,Site 429,4291429,25-Aug-21,GAV,2,CDM,25-Oct-21,WRU,Updated,28-Oct-21,BPA,Closed
ABC TEST TRIAL,388,Site 388,3881388,22-Jun-22,ABE,2,CDM,6-Jul-22,YWM,Updated,6-Jul-22,XWX,Closed
ABC TEST TRIAL,492,Site 492,4921492,30-Mar-22,FON,2,CDM,7-Jul-22,IQS,Updated,18-Jul-22,KQJ,Closed
ABC TEST TRIAL,381,Site 381,3811381,20-May-21,OBX,2,CDM,17-Jun-21,QUK,Updated,30-Jun-21,CQH,Closed
ABC TEST TRIAL,285,Site 285,2851285,20-May-21,WZN,2,CDM,2-Oct-21,FHQ,Updated,14-Oct-21,YAM,Closed
ABC TEST TRIAL,237,Site 237,2371237,7-Jan-22,ZOR,2,CDM,16-Feb-22,GEY,Updated,24-Feb-22,SIE,Closed
ABC TEST TRIAL,347,Site 347,3471347,1-Jun-22,WVQ,2,CDM,24-Jun-22,GKF,Updated,24-Jun-22,RBD,Closed
ABC TEST TRIAL,256,Site 256,2561256,29-Jun-22,SLE,2,CDM,8-Jul-22,RTO,Updated,18-Jul-22,TVI,Closed
ABC TEST TRIAL,237,Site 237,2371237,24-Apr-24,IKW,2,CDM,10-May-24,SBA,Updated,16-May-24,FAR,Closed
ABC TEST TRIAL,262,Site 262,2621262,20-Jun-23,AYO,2,CDM,26-Jun-23,MVY,Updated,1-Jul-23,MOH,Closed
ABC TEST TRIAL,429,Site 429,4291429,31-May-22,CNJ,2,CDM,8-Jul-22,FKV,Updated,18-Jul-22,YNM,Closed
ABC TEST TRIAL,156,Site 156,1561156,6-Oct-22,IIX,2,CDM,17-Oct-22,QJU,Updated,17-Oct-22,KJM,Closed
ABC TEST TRIAL,132,Site 132,1321132,21-Oct-21,RGO,2,CDM,30-Nov-21,SPG,Updated,8-Dec-21,LEI,Closed
ABC TEST TRIAL,374,Site 374,3741374,21-Oct-21,UPS,2,CDM,30-Nov-21,KTN,Updated,8-Dec-21,OHH,Closed
ABC TEST TRIAL,298,Site 298,2981298,19-Apr-22,VDG,2,CDM,9-May-22,HZT,Updated,10-May-22,HAV,Closed
ABC TEST TRIAL,107,Site 107,1071107,30-May-22,LGF,2,CDM,8-Jul-22,ASB,Updated,18-Jul-22,FKS,Closed
ABC TEST TRIAL,154,Site 154,1541154,5-May-22,SAG,2,CDM,1-Jul-22,KFY,Updated,1-Jul-22,RLJ,Closed
ABC TEST TRIAL,322,Site 322,3221322,5-May-22,OUC,2,CDM,1-Jul-22,ZDW,Updated,1-Jul-22,RSL,Closed
ABC TEST TRIAL,301,Site 301,3011301,30-May-22,SWG,2,CDM,11-Jul-22,DFE,Updated,18-Jul-22,CJP,Closed
ABC TEST TRIAL,404,Site 404,4041404,21-Oct-21,DMI,2,CDM,30-Nov-21,FYR,Updated,8-Dec-21,SWU,Closed
ABC TEST TRIAL,357,Site 357,3571357,13-Jul-22,LFL,2,CDM,22-Jul-22,TJP,Updated,22-Jul-22,TXC,Closed
ABC TEST TRIAL,132,Site 132,1321132,24-Nov-21,PRU,2,CDM,10-Dec-21,KQZ,Updated,23-Dec-21,AKL,Closed
ABC TEST TRIAL,255,Site 255,2551255,6-Jan-22,LYJ,2,CDM,26-Jan-22,DDU,Updated,4-Feb-22,DMG,Closed
ABC TEST TRIAL,293,Site 293,2931293,6-Jan-22,OAW,2,CDM,20-Jan-22,RBP,Updated,21-Jan-22,RCZ,Closed
ABC TEST TRIAL,131,Site 131,1311131,9-Jun-22,SRM,2,CDM,24-Jun-22,LSZ,Updated,24-Jun-22,MEG,Closed
ABC TEST TRIAL,381,Site 381,3811381,22-Jul-22,NSN,2,CDM,2-Aug-22,YDG,Updated,4-Aug-22,PDR,Closed
ABC TEST TRIAL,460,Site 460,4601460,8-Jul-21,JYC,2,CDM,24-Aug-21,LKW,Updated,29-Sep-21,FID,Closed
ABC TEST TRIAL,237,Site 237,2371237,10-Oct-22,CND,2,CDM,17-Oct-22,OGI,Updated,17-Oct-22,YSN,Closed
ABC TEST TRIAL,262,Site 262,2621262,10-Oct-22,MJS,2,CDM,17-Oct-22,KEH,Updated,17-Oct-22,NJM,Closed
ABC TEST TRIAL,158,Site 158,1581158,10-Oct-22,RQV,2,CDM,17-Oct-22,FZX,Updated,17-Oct-22,CLX,Closed
ABC TEST TRIAL,479,Site 479,4791479,10-Oct-22,VLR,2,CDM,17-Oct-22,YRK,Updated,17-Oct-22,FDR,Closed
ABC TEST TRIAL,334,Site 334,3341334,10-Oct-22,EYJ,2,CDM,17-Oct-22,BXU,Updated,17-Oct-22,MLB,Closed
ABC TEST TRIAL,237,Site 237,2371237,7-Sep-23,XQM,2,CDM,25-Sep-23,XJB,Updated,25-Sep-23,XUX,Closed
ABC TEST TRIAL,381,Site 381,3811381,7-Sep-23,JEB,2,CDM,25-Sep-23,FVX,Updated,25-Sep-23,KQG,Closed
ABC TEST TRIAL,132,Site 132,1321132,8-Sep-23,UVX,2,CDM,27-Sep-23,VPH,Updated,29-Sep-23,MFE,Closed
ABC TEST TRIAL,293,Site 293,2931293,7-Sep-23,IUV,2,CDM,14-Sep-23,QFY,Updated,15-Sep-23,GIM,Closed
ABC TEST TRIAL,183,Site 183,1831183,8-Sep-23,IXW,2,CDM,8-Sep-23,BWG,Updated,8-Sep-23,UYE,Closed
ABC TEST TRIAL,262,Site 262,2621262,8-Sep-23,ZPH,2,CDM,15-Sep-23,EVS,Updated,15-Sep-23,TCE,Closed
ABC TEST TRIAL,241,Site 241,2411241,8-Sep-23,EQO,2,CDM,8-Sep-23,ACI,Updated,8-Sep-23,AJE,Closed
ABC TEST TRIAL,293,Site 293,2931293,8-Sep-23,GEH,2,CDM,15-Sep-23,EHV,Updated,15-Sep-23,VTE,Closed
ABC TEST TRIAL,124,Site 124,1241124,8-Sep-23,PTW,2,CDM,27-Sep-23,LYZ,Updated,29-Sep-23,GOQ,Closed
ABC TEST TRIAL,298,Site 298,2981298,8-Sep-23,GBU,2,CDM,27-Sep-23,VVL,Updated,29-Sep-23,PWY,Closed
ABC TEST TRIAL,301,Site 301,3011301,7-Sep-23,VSA,2,CDM,14-Sep-23,JUR,Updated,15-Sep-23,BIC,Closed
ABC TEST TRIAL,298,Site 298,2981298,8-Sep-23,HSN,2,CDM,14-Sep-23,GUB,Updated,15-Sep-23,JXE,Closed
ABC TEST TRIAL,280,Site 280,2801280,8-Sep-23,GJB,2,CDM,15-Sep-23,NZY,Updated,15-Sep-23,YWX,Closed
ABC TEST TRIAL,262,Site 262,2621262,8-Sep-23,OSX,2,CDM,14-Sep-23,AXJ,Updated,15-Sep-23,NNL,Closed
ABC TEST TRIAL,124,Site 124,1241124,24-Sep-21,HYJ,2,CDM,14-Oct-21,UCD,Updated,14-Oct-21,MJZ,Closed
ABC TEST TRIAL,231,Site 231,2311231,9-Feb-22,FTL,2,CDM,25-Feb-22,RKY,Updated,2-Mar-22,RIO,Closed
ABC TEST TRIAL,107,Site 107,1071107,20-May-21,CHM,2,CDM,29-Jun-21,HOH,Updated,18-Aug-21,FTV,Closed
ABC TEST TRIAL,107,Site 107,1071107,20-May-21,SKS,2,CDM,29-Jun-21,HTP,Updated,18-Aug-21,TFN,Closed
ABC TEST TRIAL,280,Site 280,2801280,22-Jun-22,QRN,2,CDM,4-Aug-22,SNA,Updated,4-Aug-22,YPC,Closed
ABC TEST TRIAL,178,Site 178,1781178,25-Mar-22,HQY,2,CDM,12-Apr-22,JAF,Updated,4-May-22,ODE,Closed
ABC TEST TRIAL,357,Site 357,3571357,1-Jul-21,TBF,2,CDM,19-Jul-21,BXV,Updated,18-Aug-21,VNV,Closed
ABC TEST TRIAL,381,Site 381,3811381,30-Oct-24,NJE,2,CDM,31-Oct-24,LTD,Updated,,,Answered
ABC TEST TRIAL,357,Site 357,3571357,2-Oct-23,BYW,2,CDM,4-Oct-23,UZS,Updated,4-Oct-23,UAX,Closed
ABC TEST TRIAL,488,Site 488,4881488,2-Oct-23,EJJ,2,CDM,4-Oct-23,SXQ,Updated,4-Oct-23,UYW,Closed
ABC TEST TRIAL,445,Site 445,4451445,2-Oct-23,GRU,2,CDM,5-Oct-23,EZF,Updated,5-Oct-23,ZRJ,Closed
ABC TEST TRIAL,334,Site 334,3341334,2-Oct-23,JUM,2,CDM,3-Oct-23,AFQ,Updated,3-Oct-23,YVF,Closed
ABC TEST TRIAL,323,Site 323,3231323,2-Oct-23,VVM,2,CDM,5-Oct-23,GEJ,Updated,6-Oct-23,JAH,Closed
ABC TEST TRIAL,285,Site 285,2851285,2-Oct-23,BBU,2,CDM,5-Oct-23,KGF,Updated,5-Oct-23,HNQ,Closed
